"Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","meanLength","blastxEval_CvirgGOterms"
"evm.model.Contig228.123.1","XM_022449077.1","LOC111111886","cAMP-responsive element modulator-like",274.5,"GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig228.124","XM_022450114.1","LOC111112578","phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like",412,"GO:0006629;GO:0016301"
"evm.model.Contig228.125","XM_022453295.1","LOC111114817","neuronal acetylcholine receptor subunit alpha-10-like",525,"GO:0005886;GO:0007165;GO:0022857"
"evm.model.Contig228.126.1","XM_022454197.1",NA,NA,NA,NA
"evm.model.Contig228.127","XM_022451166.1","LOC111113157","uncharacterized",663.75,"GO:0006629;GO:0043167"
"evm.model.Contig228.132","XM_022455707.1",NA,NA,NA,NA
"evm.model.Contig228.134","XM_022452411.1",NA,NA,NA,NA
"evm.model.Contig228.137","XM_022447543.1","LOC111110886","G-protein coupled receptor 54-like",409,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig228.138","XM_022455012.1",NA,NA,NA,NA
"evm.model.Contig228.139","XM_022451444.1","LOC111113296","reversion-inducing cysteine-rich protein with Kazal motifs-like",953,"GO:0007165;GO:0007267;GO:0030234;GO:0048856"
"evm.model.Contig228.140","XM_022432119.1","LOC111100351","probable phosphoglycerate mutase",250,"GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016853;GO:0044281"
"evm.model.Contig228.142","XM_022454059.1","LOC111115356","breast cancer type 1 susceptibility protein homolog",2394.5,"GO:0003677;GO:0005634;GO:0006259;GO:0006464;GO:0006950;GO:0043167"
"evm.model.Contig228.143","XM_022450877.1","LOC111112972","E3 ubiquitin/ISG15 ligase TRIM25-like",492,"GO:0043167"
"evm.model.Contig228.144","XM_022483057.1","LOC111134206","little elongation complex subunit 2-like",1419.5,"GO:0005654;GO:0032991"
"evm.model.Contig228.144","XM_022483057.1","LOC111134206","little elongation complex subunit 2-like",1419.5,"GO:0005654;GO:0016192;GO:0032991"
"evm.model.Contig228.145","XM_022447586.1",NA,NA,NA,NA
"evm.model.Contig228.146","XM_022450720.1","LOC111112866","serine/threonine-protein kinase OSR1-like",539,"GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167"
"evm.model.Contig228.147","XM_022462355.1","LOC111121197","peroxisome biogenesis factor 10-like",310,"GO:0005777;GO:0006605;GO:0043167;GO:0055085"
"evm.model.Contig228.148","XM_022450246.1","LOC111112623","EF-hand calcium-binding domain-containing protein 1-like",227,"GO:0043167"
"evm.model.Contig228.18","XM_022453631.1","LOC111115055","heavy metal-binding protein HIP-like",261.5,"GO:0003674"
"evm.model.Contig228.19","XM_022453631.1","LOC111115055","heavy metal-binding protein HIP-like",261.5,"GO:0003674"
"evm.model.Contig228.2_evm.model.Contig228.3","XM_022449661.1",NA,NA,NA,NA
"evm.model.Contig228.23","XM_022456599.1","LOC111117464","uncharacterized",159,"GO:0003674;GO:0005576;GO:0006810"
"evm.model.Contig228.24","XM_022448146.1",NA,NA,NA,NA
"evm.model.Contig228.25","XM_022451810.1","LOC111113514","monocarboxylate transporter 13-like",553,"GO:0005575;GO:0055085"
"evm.model.Contig228.28","XM_022454450.1","LOC111115633","sodium-dependent glucose transporter 1A-like",625,"GO:0005575;GO:0055085"
"evm.model.Contig228.29","XM_022473778.1",NA,NA,NA,NA
"evm.model.Contig228.30","XM_022448874.1",NA,NA,NA,NA
"evm.model.Contig228.31","XM_022454450.1","LOC111115633","sodium-dependent glucose transporter 1A-like",625,"GO:0005575;GO:0055085"
"evm.model.Contig228.32","XM_022456275.1","LOC111117202","sodium-coupled monocarboxylate transporter 1-like",643,"GO:0005575;GO:0022857"
"evm.model.Contig228.34","XM_022453059.1",NA,NA,NA,NA
"evm.model.Contig228.35","XM_022446373.1",NA,NA,NA,NA
"evm.model.Contig228.39","XM_022449447.1","LOC111112114","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"evm.model.Contig228.39","XM_022449447.1","LOC111112114","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"evm.model.Contig228.40","XM_022480125.1",NA,NA,NA,NA
"evm.model.Contig228.41","XM_022448101.1",NA,NA,NA,NA
"evm.model.Contig228.42","XM_022449472.1","LOC111112129","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"evm.model.Contig228.43","XM_022455129.1",NA,NA,NA,NA
"evm.model.Contig228.45","XM_022448299.1",NA,NA,NA,NA
"evm.model.Contig228.47","XM_022457135.1","LOC111117900","complement C1q-like protein 2",255,"GO:0003674"
"evm.model.Contig228.48","XM_022457135.1","LOC111117900","complement C1q-like protein 2",255,"GO:0003674"
"evm.model.Contig228.5","XM_022448804.1","LOC111111687","uncharacterized",565,"GO:0043167"
"evm.model.Contig228.51","XM_022454450.1","LOC111115633","sodium-dependent glucose transporter 1A-like",625,"GO:0005575;GO:0055085"
"evm.model.Contig228.52","XM_022454244.1","LOC111115486","uncharacterized",512,"GO:0003677;GO:0006259"
"evm.model.Contig228.54","XM_022451389.1",NA,NA,NA,NA
"evm.model.Contig228.55","XM_022452966.1","LOC111114594","proteasome subunit beta type-3-like",205,"GO:0005622;GO:0008233;GO:0009056;GO:0032991"
"evm.model.Contig228.56","XM_022451691.1","LOC111113423","melanocortin receptor 5-like",416,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig228.57","XM_022451597.1",NA,NA,NA,NA
"evm.model.Contig228.58","XM_022434535.1","LOC111101884","TFIIH basal transcription factor complex helicase XPB subunit-like",733.5,"GO:0003677;GO:0004386;GO:0005694;GO:0006259;GO:0006950;GO:0009058;GO:0016887;GO:0043167"
"evm.model.Contig228.59","XM_022451346.1",NA,NA,NA,NA
"evm.model.Contig228.6","XM_022472844.1",NA,NA,NA,NA
"evm.model.Contig228.60","XM_022462200.1","LOC111121072","glycoprotein 3-alpha-L-fucosyltransferase A-like",411,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"evm.model.Contig228.61","XM_022449374.1","LOC111112075","uncharacterized",1147,"GO:0003674;GO:0007165"
"evm.model.Contig228.62","XM_022451333.1","LOC111113236","zinc finger MYND domain-containing protein 11-like",647.5,"GO:0003674"
"evm.model.Contig228.63","XM_022451336.1","LOC111113239","formimidoyltransferase-cyclodeaminase-like",550.666666666667,"GO:0008150;GO:0043167"
"evm.model.Contig228.64","XM_022451098.1","LOC111113114","ATP-binding cassette sub-family B member 6, mitochondrial-like",854,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"evm.model.Contig228.65","XM_022453757.1","LOC111115132","60S ribosomal protein L37a",92,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig228.66","XM_022447990.1","LOC111111172","zinc finger protein 622-like",390,"GO:0043167"
"evm.model.Contig228.67","XM_022450985.1","LOC111113040","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1",783.666666666667,"GO:0006259;GO:0006950;GO:0009058;GO:0043167"
"evm.model.Contig228.68","XM_022469749.1","LOC111125691","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase-like",335,"GO:0016829"
"evm.model.Contig228.69","XM_022448430.1","LOC111111438","60S ribosomal protein L27",136,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig228.70.1","XM_022437468.1","LOC111103886","ATP-citrate synthase-like",1098,"GO:0006091;GO:0006790;GO:0009058;GO:0016746;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"evm.model.Contig228.72","XM_022454166.1","LOC111115435","excitatory amino acid transporter 3-like",537,"GO:0005575;GO:0022857"
"evm.model.Contig228.75","XM_022454245.1","LOC111115487","serine/threonine-protein kinase 16-like",318,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig228.76","XM_022454996.1","LOC111116030","dynactin subunit 2-like",400,"GO:0005856;GO:0008150;GO:0032991"
"evm.model.Contig228.77","XM_022447317.1","LOC111110723","ORM1-like protein 3",153,"GO:0005737;GO:0005783;GO:0006629;GO:0034641;GO:0042592"
"evm.model.Contig228.78","XM_022451107.1","LOC111113121","PMS1 protein homolog 1-like",975,"GO:0003677;GO:0005622;GO:0006259;GO:0006950;GO:0016887;GO:0032991;GO:0043167"
"evm.model.Contig228.79","XM_022454485.1",NA,NA,NA,NA
"evm.model.Contig228.81","XM_022450308.1","LOC111112645","cytochrome c-like",109,"GO:0016491"
"evm.model.Contig228.82","XM_022450308.1","LOC111112645","cytochrome c-like",109,"GO:0016491"
"evm.model.Contig228.83","XM_022450308.1","LOC111112645","cytochrome c-like",109,"GO:0016491"
"evm.model.Contig228.89","XM_022480321.1",NA,NA,NA,NA
"evm.model.Contig228.95","XM_022454302.1","LOC111115534","PDF receptor-like",481,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig228.98","XM_022477979.1",NA,NA,NA,NA
"evm.model.Contig22890.1","XM_022473426.1",NA,NA,NA,NA
"evm.model.Contig229.1","XM_022486058.1","LOC111135741","cytochrome P450 4F22-like",514,"GO:0016491;GO:0043167"
"evm.model.Contig229.101","XM_022469655.1",NA,NA,NA,NA
"evm.model.Contig229.102","XM_022469655.1",NA,NA,NA,NA
"evm.model.Contig229.104","XM_022465111.1",NA,NA,NA,NA
"evm.model.Contig229.105","XM_022477225.1","LOC111130320","uncharacterized",831,"GO:0005975;GO:0016810"
"evm.model.Contig229.106","XM_022470336.1","LOC111125996","mitochondrial import inner membrane translocase subunit Tim16-like",128,"GO:0005739;GO:0006605;GO:0007005;GO:0032991;GO:0055085"
"evm.model.Contig229.107","XM_022472710.1",NA,NA,NA,NA
"evm.model.Contig229.108","XM_022472711.1","LOC111127508","uncharacterized",447,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig229.112","XM_022466109.1","LOC111123646","ganglioside GM2 activator-like",209,"GO:0006629;GO:0009056;GO:0030234;GO:0034641"
"evm.model.Contig229.114","XM_022466424.1",NA,NA,NA,NA
"evm.model.Contig229.115","XM_022472918.1",NA,NA,NA,NA
"evm.model.Contig229.117","XM_022431187.1",NA,NA,NA,NA
"evm.model.Contig229.118","XM_022464574.1","LOC111122701","putative carbonic anhydrase-like protein 1",311,"GO:0016829;GO:0043167;GO:0044281"
"evm.model.Contig229.121","XM_022468361.1","LOC111124987","transcriptional regulator ATRX-like",2019.5,"GO:0043167"
"evm.model.Contig229.122","XM_022468812.1","LOC111125237","circadian locomoter output cycles protein kaput-like",640.5,"GO:0003700;GO:0005634;GO:0005737;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig229.127","XM_022478170.1","LOC111130897","acetylcholine receptor subunit beta-like",436,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig229.14","XM_022480451.1","LOC111132623","inositol 1,4,5-trisphosphate receptor type 3-like",2597,"GO:0005783;GO:0022857;GO:0043167"
"evm.model.Contig229.15.1","XM_022471770.1",NA,NA,NA,NA
"evm.model.Contig229.19","XM_022470240.1","LOC111125952","WD repeat-containing protein 47-like",979.333333333333,"GO:0003674"
"evm.model.Contig229.20","XM_022470312.1","LOC111125986","negative elongation factor E-like",283,"GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig229.21","XM_022470280.1","LOC111125966","queuine tRNA-ribosyltransferase accessory subunit 2-like",430,"GO:0006399;GO:0009058;GO:0016757;GO:0044281"
"evm.model.Contig229.22","XM_022464871.1",NA,NA,NA,NA
"evm.model.Contig229.23.1","XM_022468577.1","LOC111125105","serine/threonine-protein kinase N2-like",1000,"GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0019899;GO:0043167"
"evm.model.Contig229.25","XM_022444163.1","LOC111108351","probable tRNA pseudouridine synthase 2",430,"GO:0003723;GO:0016853;GO:0034641"
"evm.model.Contig229.26","XM_022470323.1","LOC111125989","haloacid dehalogenase-like hydrolase domain-containing protein 3",233,"GO:0003674"
"evm.model.Contig229.27","XM_022470203.1","LOC111125942","centriolin-like",2591.84,"GO:0000278;GO:0051301"
"evm.model.Contig229.27","XM_022470203.1","LOC111125942","centriolin-like",2591.84,"GO:0000278;GO:0003674;GO:0051301"
"evm.model.Contig229.28_evm.model.Contig229.29","XM_022464916.1","LOC111122888","dimethylaniline monooxygenase [N-oxide-forming] 5-like",537,"GO:0016491;GO:0043167"
"evm.model.Contig229.30","XM_022465362.1",NA,NA,NA,NA
"evm.model.Contig229.31","XM_022468499.1","LOC111125051","polyprenol reductase-like",319,"GO:0006464;GO:0006629;GO:0009058;GO:0016491;GO:0044281"
"evm.model.Contig229.32","XM_022465549.1","LOC111123298","adhesion G protein-coupled receptor L3-like",670,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig229.33","XM_022467841.1","LOC111124715","protein inturned-like",839,"GO:0003674;GO:0022607;GO:0048856"
"evm.model.Contig229.34","XM_022465177.1","LOC111123083","putative carbonic anhydrase-like protein 2",321,"GO:0016829;GO:0043167;GO:0044281"
"evm.model.Contig229.42","XM_022467363.1",NA,NA,NA,NA
"evm.model.Contig229.43","XM_022469517.1","LOC111125568","uncharacterized",1037,"GO:0016757"
"evm.model.Contig229.44","XM_022465281.1","LOC111123137","uncharacterized",711.5,"GO:0016757"
"evm.model.Contig229.45","XM_022471238.1","LOC111126531","uncharacterized",528,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig229.46","XM_022465022.1","LOC111122972","uncharacterized",524,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig229.47","XM_022469227.1","LOC111125432","uncharacterized",392,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig229.48","XM_022467968.1",NA,NA,NA,NA
"evm.model.Contig229.49","XM_022472506.1",NA,NA,NA,NA
"evm.model.Contig229.5","XM_022468947.1",NA,NA,NA,NA
"evm.model.Contig229.50","XM_022430513.1",NA,NA,NA,NA
"evm.model.Contig229.51","XM_022472506.1",NA,NA,NA,NA
"evm.model.Contig229.52","XM_022471196.1",NA,NA,NA,NA
"evm.model.Contig229.54","XM_022471196.1",NA,NA,NA,NA
"evm.model.Contig229.55","XM_022470011.1",NA,NA,NA,NA
"evm.model.Contig229.56","XM_022468488.1","LOC111125046","glycine receptor subunit alpha-3-like",446.5,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig229.57","XM_022464358.1","LOC111122567","glycine receptor subunit alpha-3-like",429,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig229.58","XM_022465364.1",NA,NA,NA,NA
"evm.model.Contig229.59","XM_022472357.1","LOC111127260","DNA repair protein RAD50-like",1219,"GO:0005634;GO:0006259;GO:0006950;GO:0016887;GO:0032991;GO:0042592;GO:0051276"
"evm.model.Contig229.6","XM_022432558.1","LOC111100560","arachidonate 5-lipoxygenase-like",619,"GO:0016491;GO:0043167"
"evm.model.Contig229.6","XM_022432558.1","LOC111100560","arachidonate 5-lipoxygenase-like",619,"GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167"
"evm.model.Contig229.62","XM_022471583.1","LOC111126745","POU domain, class 4, transcription factor 3-like",312.25,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641;GO:0048856;GO:0050877"
"evm.model.Contig229.62","XM_022471583.1","LOC111126745","POU domain, class 4, transcription factor 3-like",312.25,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig229.64","XM_022464977.1","LOC111122939","G2/mitotic-specific cyclin-A-like",433,"GO:0005634"
"evm.model.Contig229.65","XM_022465956.1","LOC111123554","serine/threonine-protein phosphatase with EF-hands 2-like",684,"GO:0006464;GO:0016791;GO:0043167;GO:0050877"
"evm.model.Contig229.67","XM_022466404.1","LOC111123809","putative oxidoreductase GLYR1",543,"GO:0016491"
"evm.model.Contig229.69","XM_022470454.1",NA,NA,NA,NA
"evm.model.Contig229.7","XM_022470230.1","LOC111125945","deleted in malignant brain tumors 1 protein-like",2581,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig229.70","XM_022469774.1","LOC111125716","F-box/WD repeat-containing protein 7-like",751,"GO:0003674"
"evm.model.Contig229.71","XM_022465065.1","LOC111122995","sorting nexin-5-like",413,"GO:0005737;GO:0008289;GO:0043167"
"evm.model.Contig229.72","XM_022467993.1","LOC111124803","MAGUK p55 subfamily member 6-like",849,"GO:0003674;GO:0005886;GO:0032991"
"evm.model.Contig229.73","XM_022467963.1",NA,NA,NA,NA
"evm.model.Contig229.75","XM_022467981.1",NA,NA,NA,NA
"evm.model.Contig229.76","XM_022468212.1","LOC111124911","protein zwilch homolog",602,"GO:0000278;GO:0005694;GO:0032991"
"evm.model.Contig229.77","XM_022468213.1","LOC111124912","exosome complex component RRP43-like",274,"GO:0005622;GO:0032991;GO:0034655"
"evm.model.Contig229.78","XM_022469927.1","LOC111125797","trichohyalin-like",942.75,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig229.79.1","XM_022465546.1",NA,NA,NA,NA
"evm.model.Contig229.80","XM_022465546.1",NA,NA,NA,NA
"evm.model.Contig229.81","XM_022466135.1",NA,NA,NA,NA
"evm.model.Contig229.82","XM_022475064.1","LOC111129016","neuropeptide Y receptor type 6-like",421,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig229.83","XM_022450153.1","LOC111112589","transient receptor potential cation channel subfamily M member 1-like",1590,"GO:0003674"
"evm.model.Contig229.84","XM_022467928.1",NA,NA,NA,NA
"evm.model.Contig229.92","XM_022471049.1","LOC111126416","inverted formin-2-like",1253,"GO:0007010;GO:0008092;GO:0019899"
"evm.model.Contig229.94","XM_022474416.1","LOC111128661","uncharacterized",381,"GO:0005815"
"evm.model.Contig229.95","XM_022466479.1","LOC111123849","tripartite motif-containing protein 2-like",799.444444444444,"GO:0005622;GO:0043167"
"evm.model.Contig229.98","XM_022464526.1",NA,NA,NA,NA
"evm.model.Contig229.99","XM_022470667.1",NA,NA,NA,NA
"evm.model.Contig22902.1","XM_022464346.1","LOC111122529","probable polyamine oxidase 4",564,"GO:0016491"
"evm.model.Contig2292.1","XM_022449369.1",NA,NA,NA,NA
"evm.model.Contig22942.1","XM_022488340.1","LOC111137089","60S ribosomal protein L8-like",264,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig2298.1","XM_022473907.1","LOC111128332","S1 RNA-binding domain-containing protein 1-like",789,"GO:0003674;GO:0034641"
"evm.model.Contig230.10","XM_022471816.1","LOC111126893","paired mesoderm homeobox protein 2A-like",292,"GO:0003677;GO:0009058;GO:0034641"
"evm.model.Contig230.12.1","XM_022467860.1","LOC111124722","pericentriolar material 1 protein-like",2019.6,"GO:0005815;GO:0007010;GO:0022607"
"evm.model.Contig230.13","XM_022468381.1","LOC111124999","pericentriolar material 1 protein-like",2028.42857142857,"GO:0005815;GO:0007010;GO:0022607"
"evm.model.Contig230.14","XM_022471809.1","LOC111126888","trafficking protein particle complex subunit 2-like",142,"GO:0005622;GO:0016192"
"evm.model.Contig230.15","XM_022468640.1","LOC111125137","mothers against decapentaplegic homolog 5-like",457,"GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig230.16","XM_022469481.1",NA,NA,NA,NA
"evm.model.Contig230.17","XM_022469906.1","LOC111125785","vacuolar protein-sorting-associated protein 36-like",382,"GO:0005768;GO:0008289;GO:0016192;GO:0032182;GO:0032991;GO:0043167"
"evm.model.Contig230.18","XM_022468954.1",NA,NA,NA,NA
"evm.model.Contig230.2","XM_022472554.1","LOC111127395","uncharacterized",982,"GO:0004518"
"evm.model.Contig230.20","XM_022471299.1","LOC111126566","coronin-7-like",968,"GO:0003674;GO:0005794"
"evm.model.Contig230.21.1","XM_022471955.1","LOC111126988","protein tumorous imaginal discs, mitochondrial-like",491,"GO:0006457;GO:0006950;GO:0043167;GO:0051082"
"evm.model.Contig230.22","XM_022464499.1","LOC111122648","protein arginine N-methyltransferase 9-like",778,"GO:0006464;GO:0008168"
"evm.model.Contig230.24","XM_022472179.1","LOC111127138","poly [ADP-ribose] polymerase 15-like",760,"GO:0016757"
"evm.model.Contig230.26","XM_022471479.1","LOC111126676","poly [ADP-ribose] polymerase 14-like",869.666666666667,"GO:0016757"
"evm.model.Contig230.27","XM_022465157.1",NA,NA,NA,NA
"evm.model.Contig230.28","XM_022470012.1",NA,NA,NA,NA
"evm.model.Contig230.29","XM_022471279.1",NA,NA,NA,NA
