"TranscriptID","ProteinID","GeneID"
"XM_022452394.1","proteoglycan 4-like","LOC111114103"
"XM_022452395.1","uncharacterized","LOC111114107"
"XM_022452396.1","tyrosinase-like protein 1","LOC111114108"
"XM_022452397.1","nephrocan-like","LOC111114109"
"XM_022452398.1","glutamic acid-rich protein-like","LOC111114110"
"XM_022452399.1","vacuolar protein sorting-associated protein 37C-like","LOC111114111"
"XM_022452400.1","uncharacterized","LOC111114112"
"XM_022452401.1","zinc finger protein 626-like","LOC111114113"
"XM_022452402.1","proteoglycan 4-like","LOC111114103"
"XM_022452403.1","integrin alpha-8-like","LOC111114114"
"XM_022452404.1","probable serine/threonine-protein kinase dyrk1","LOC111114115"
"XM_022452405.1","uncharacterized","LOC111114116"
"XM_022452406.1","uncharacterized","LOC111114117"
"XM_022452407.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111114118"
"XM_022452408.1","uncharacterized protein K02A2.6-like","LOC111114121"
"XM_022452409.1","uncharacterized protein K02A2.6-like","LOC111114122"
"XM_022452410.1","uncharacterized","LOC111114120"
"XM_022452411.1","fucolectin-5-like","LOC111114123"
"XM_022452412.1","uncharacterized","LOC111114124"
"XM_022452413.1","uncharacterized","LOC111114125"
"XM_022452414.1","uncharacterized","LOC111114126"
"XM_022452415.1","probable DNA polymerase","LOC111114127"
"XM_022452416.1","uncharacterized","LOC111114128"
"XM_022452417.1","uncharacterized","LOC111114120"
"XM_022452418.1","uncharacterized","LOC111114129"
"XM_022452419.1","uncharacterized","LOC111114130"
"XM_022452420.1","uncharacterized","LOC111114131"
"XM_022452421.1","putative nuclease HARBI1","LOC111114132"
"XM_022452422.1","uncharacterized protein F54H12.2-like","LOC111114133"
"XM_022452423.1","uncharacterized","LOC111114135"
"XM_022452424.1","uncharacterized","LOC111114136"
"XM_022452425.1","uncharacterized","LOC111114137"
"XM_022452426.1","CD81 antigen-like","LOC111114134"
"XM_022452427.1","uncharacterized","LOC111114138"
"XM_022452428.1","uncharacterized","LOC111114139"
"XM_022452429.1","tyramine receptor 1-like","LOC111114140"
"XM_022452430.1","uncharacterized","LOC111114141"
"XM_022452431.1","uncharacterized","LOC111114142"
"XM_022452432.1","tyramine receptor 1-like","LOC111114143"
"XM_022452433.1","CD81 antigen-like","LOC111114134"
"XM_022452434.1","uncharacterized","LOC111114145"
"XM_022452435.1","uncharacterized protein F54H12.2-like","LOC111114146"
"XM_022452436.1","uncharacterized","LOC111114147"
"XM_022452437.1","uncharacterized protein K02A2.6-like","LOC111114148"
"XM_022452438.1","CD81 antigen-like","LOC111114134"
"XM_022452439.1","uncharacterized protein K02A2.6-like","LOC111114149"
"XM_022452440.1","uncharacterized protein F54H12.2-like","LOC111114150"
"XM_022452441.1","uncharacterized","LOC111114151"
"XM_022452442.1","uncharacterized","LOC111114152"
"XM_022452443.1","uncharacterized","LOC111114153"
"XM_022452444.1","CD81 antigen-like","LOC111114134"
"XM_022452445.1","uncharacterized","LOC111114154"
"XM_022452446.1","uncharacterized protein F54H12.2-like","LOC111114155"
"XM_022452447.1","uncharacterized","LOC111114156"
"XM_022452448.1","uncharacterized","LOC111114157"
"XM_022452449.1","uncharacterized","LOC111114158"
"XM_022452450.1","CD81 antigen-like","LOC111114134"
"XM_022452451.1","cerebellin-3-like","LOC111114161"
"XM_022452452.1","uncharacterized","LOC111114162"
"XM_022452453.1","uncharacterized","LOC111114163"
"XM_022452454.1","fucolectin-1-like","LOC111114164"
"XM_022452455.1","uncharacterized protein K02A2.6-like","LOC111114165"
"XM_022452456.1","angiopoietin-2-like","LOC111114166"
"XM_022452457.1","CD81 antigen-like","LOC111114134"
"XM_022452458.1","uncharacterized","LOC111114169"
"XM_022452459.1","uncharacterized","LOC111114170"
"XM_022452460.1","uncharacterized","LOC111114172"
"XM_022452461.1","uncharacterized","LOC111114173"
"XM_022452462.1","uncharacterized","LOC111114175"
"XM_022452463.1","uncharacterized","LOC111114176"
"XM_022452464.1","epidermal retinol dehydrogenase 2-like","LOC111114174"
"XM_022452465.1","uncharacterized","LOC111114177"
"XM_022452466.1","uncharacterized","LOC111114179"
"XM_022452467.1","probable ATP-dependent DNA helicase RecQ","LOC111114181"
"XM_022452468.1","epidermal retinol dehydrogenase 2-like","LOC111114174"
"XM_022452469.1","tripartite motif-containing protein 3-like","LOC111114183"
"XM_022452470.1","CD209 antigen-like protein A","LOC111114184"
"XM_022452471.1","uncharacterized","LOC111114185"
"XM_022452472.1","ceramide synthase 2-like","LOC111114186"
"XM_022452473.1","uncharacterized","LOC111114187"
"XM_022452474.1","RNA-binding protein 25-like","LOC111114188"
"XM_022452475.1","methyltransferase-like protein 24","LOC111114189"
"XM_022452476.1","beta-1,4-N-acetylgalactosaminyltransferase bre-4-like","LOC111114191"
"XM_022452477.1","tripartite motif-containing protein 45-like","LOC111114192"
"XM_022452478.1","uncharacterized","LOC111114193"
"XM_022452479.1","uncharacterized","LOC111114190"
"XM_022452480.1","tripartite motif-containing protein 3-like","LOC111114194"
"XM_022452481.1","uncharacterized","LOC111114195"
"XM_022452482.1","heat shock 70 kDa protein 12B-like","LOC111114196"
"XM_022452483.1","uncharacterized","LOC111114197"
"XM_022452484.1","uncharacterized","LOC111114199"
"XM_022452485.1","piggyBac transposable element-derived protein 4-like","LOC111114200"
"XM_022452486.1","uncharacterized","LOC111114202"
"XM_022452487.1","zinc finger protein 808-like","LOC111114203"
"XM_022452488.1","receptor-type tyrosine-protein phosphatase C-like","LOC111114204"
"XM_022452489.1","vacuolar protein sorting-associated protein 13B-like","LOC111114201"
"XM_022452490.1","uncharacterized","LOC111114205"
"XM_022452491.1","angiopoietin-related protein 7-like","LOC111114206"
"XM_022452492.1","mucin-3A-like","LOC111114207"
"XM_022452493.1","uncharacterized","LOC111114208"
"XM_022452494.1","uncharacterized","LOC111114209"
"XM_022452495.1","cyclic GMP-AMP synthase-like","LOC111114210"
"XM_022452496.1","uncharacterized","LOC111114211"
"XM_022452497.1","uncharacterized","LOC111114213"
"XM_022452498.1","protein ALP1-like","LOC111114214"
"XM_022452499.1","uncharacterized","LOC111114215"
"XM_022452500.1","coatomer subunit alpha-like","LOC111114212"
"XM_022452501.1","uncharacterized","LOC111114217"
"XM_022452502.1","tripartite motif-containing protein 45-like","LOC111114218"
"XM_022452503.1","atrial natriuretic peptide receptor 2-like","LOC111114219"
"XM_022452504.1","uncharacterized","LOC111114220"
"XM_022452505.1","uncharacterized","LOC111114221"
"XM_022452506.1","coatomer subunit alpha-like","LOC111114212"
"XM_022452507.1","P2X purinoceptor 7-like","LOC111114222"
"XM_022452508.1","mucin-3A-like","LOC111114223"
"XM_022452509.1","uncharacterized","LOC111114224"
"XM_022452510.1","uncharacterized","LOC111114225"
"XM_022452511.1","deleted in malignant brain tumors 1 protein-like","LOC111114226"
"XM_022452512.1","uncharacterized","LOC111114227"
"XM_022452513.1","uncharacterized","LOC111114228"
"XM_022452514.1","uncharacterized","LOC111114231"
"XM_022452515.1","uncharacterized","LOC111114232"
"XM_022452516.1","superoxide dismutase [Cu-Zn], chloroplastic-like","LOC111114233"
"XM_022452517.1","kinesin-II 95 kDa subunit-like","LOC111114230"
"XM_022452518.1","uncharacterized","LOC111114234"
"XM_022452519.1","myb/SANT-like DNA-binding domain-containing protein 4","LOC111114235"
"XM_022452520.1","superoxide dismutase [Cu-Zn], chloroplastic-like","LOC111114236"
"XM_022452521.1","wnt inhibitory factor 1-like","LOC111114237"
"XM_022452522.1","DNA mismatch repair protein Mlh1-like","LOC111114238"
"XM_022452523.1","uncharacterized","LOC111114239"
"XM_022452524.1","uncharacterized","LOC111114241"
"XM_022452525.1","DNA mismatch repair protein Mlh1-like","LOC111114242"
"XM_022452526.1","uncharacterized","LOC111114243"
"XM_022452527.1","ankyrin repeat and SOCS box protein 12-like","LOC111114240"
"XM_022452528.1","helix-loop-helix protein 13-like","LOC111114244"
"XM_022452529.1","uncharacterized","LOC111114245"
"XM_022452530.1","uncharacterized","LOC111114246"
"XM_022452531.1","E3 ubiquitin-protein ligase TRIM36-like","LOC111114247"
"XM_022452532.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111114248"
"XM_022452533.1","uncharacterized","LOC111114249"
"XM_022452534.1","leucine-rich repeat and fibronectin type-III domain-containing protein 5-like","LOC111114250"
"XM_022452535.1","uncharacterized","LOC111114251"
"XM_022452536.1","leucine-rich repeat extensin-like protein 2","LOC111114252"
"XM_022452537.1","cytochrome b561-like","LOC111114253"
"XM_022452538.1","ankyrin repeat and SOCS box protein 12-like","LOC111114240"
"XM_022452539.1","uncharacterized","LOC111114254"
"XM_022452540.1","E3 ubiquitin-protein ligase TRIM36-like","LOC111114255"
"XM_022452541.1","uncharacterized","LOC111114256"
"XM_022452542.1","B-box type zinc finger protein ncl-1-like","LOC111114257"
"XM_022452543.1","uncharacterized","LOC111114258"
"XM_022452544.1","uncharacterized","LOC111114259"
"XM_022452545.1","uncharacterized","LOC111114260"
"XM_022452546.1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1","LOC111114262"
"XM_022452547.1","uncharacterized","LOC111114263"
"XM_022452548.1","uncharacterized","LOC111114264"
"XM_022452549.1","serine hydroxymethyltransferase, mitochondrial-like","LOC111114229"
"XM_022452550.1","sex peptide receptor-like","LOC111114261"
"XM_022452551.1","uncharacterized","LOC111114265"
"XM_022452552.1","uncharacterized","LOC111114266"
"XM_022452553.1","uncharacterized","LOC111114267"
"XM_022452554.1","E3 ubiquitin-protein ligase TRIM36-like","LOC111114268"
"XM_022452555.1","uncharacterized","LOC111114269"
"XM_022452556.1","uncharacterized","LOC111114270"
"XM_022452557.1","uncharacterized","LOC111114271"
"XM_022452558.1","E3 ubiquitin-protein ligase TRIM36-like","LOC111114273"
"XM_022452559.1","tripartite motif-containing protein 45-like","LOC111114274"
"XM_022452560.1","uncharacterized","LOC111114275"
"XM_022452561.1","uncharacterized","LOC111114272"
"XM_022452562.1","uncharacterized","LOC111114276"
"XM_022452563.1","E3 ubiquitin-protein ligase TRIM36-like","LOC111114277"
"XM_022452564.1","proline-rich protein 2-like","LOC111114278"
"XM_022452565.1","cytochrome b561-like","LOC111114279"
"XM_022452566.1","solute carrier family 28 member 3-like","LOC111114280"
"XM_022452567.1","VWFA and cache domain-containing protein 1-like","LOC111114281"
"XM_022452568.1","VWFA and cache domain-containing protein 1-like","LOC111114282"
"XM_022452569.1","uncharacterized","LOC111114284"
"XM_022452570.1","putative ferric-chelate reductase 1 homolog","LOC111114285"
"XM_022452571.1","uncharacterized","LOC111114286"
"XM_022452572.1","uncharacterized","LOC111114283"
"XM_022452573.1","uncharacterized","LOC111114287"
"XM_022452574.1","uncharacterized","LOC111114288"
"XM_022452575.1","uncharacterized","LOC111114289"
"XM_022452576.1","ATP-dependent helicase fft2-like","LOC111114290"
"XM_022452577.1","uncharacterized","LOC111114291"
"XM_022452578.1","uncharacterized","LOC111114292"
"XM_022452579.1","uncharacterized","LOC111114293"
"XM_022452580.1","uncharacterized","LOC111114283"
"XM_022452581.1","superoxide dismutase [Cu-Zn]-like","LOC111114294"
"XM_022452582.1","GTP-binding protein Di-Ras1-like","LOC111114295"
"XM_022452583.1","uncharacterized","LOC111114296"
"XM_022452584.1","protocadherin Fat 4-like","LOC111114297"
"XM_022452585.1","uncharacterized","LOC111114298"
"XM_022452586.1","uncharacterized","LOC111114299"
"XM_022452587.1","uncharacterized","LOC111114283"
"XM_022452588.1","uncharacterized","LOC111114300"
"XM_022452589.1","kelch-like protein 10","LOC111114301"
"XM_022452590.1","RNA-binding protein 45-like","LOC111114302"
"XM_022452591.1","adrenocorticotropic hormone receptor-like","LOC111114304"
"XM_022452592.1","uncharacterized","LOC111114305"
"XM_022452593.1","uncharacterized","LOC111114306"
"XM_022452594.1","uncharacterized","LOC111114283"
"XM_022452595.1","uncharacterized","LOC111114307"
"XM_022452596.1","uncharacterized","LOC111114308"
"XM_022452597.1","uncharacterized protein F54H12.2-like","LOC111114309"
"XM_022452598.1","uncharacterized","LOC111114310"
"XM_022452599.1","uncharacterized","LOC111114311"
"XM_022452600.1","plancitoxin-1-like","LOC111114312"
"XM_022452601.1","mucin-17-like","LOC111114313"
"XM_022452602.1","uncharacterized","LOC111114283"
"XM_022452603.1","zinc metalloproteinase nas-17-like","LOC111114314"
"XM_022452604.1","aggrecan core protein-like","LOC111114315"
"XM_022452605.1","uncharacterized","LOC111114316"
"XM_022452606.1","uncharacterized","LOC111114317"
"XM_022452607.1","uncharacterized","LOC111114318"
"XM_022452608.1","uncharacterized","LOC111114283"
"XM_022452609.1","signal peptide peptidase-like 2B","LOC111114319"
"XM_022452610.1","uncharacterized","LOC111114320"
"XM_022452611.1","uncharacterized","LOC111114321"
"XM_022452612.1","uncharacterized","LOC111114322"
"XM_022452613.1","uncharacterized","LOC111114323"
"XM_022452614.1","multiple epidermal growth factor-like domains protein 10","LOC111114324"
"XM_022452615.1","uncharacterized","LOC111114325"
"XM_022452616.1","uncharacterized","LOC111114283"
"XM_022452617.1","uncharacterized","LOC111114326"
"XM_022452618.1","zinc finger Ran-binding domain-containing protein 2-like","LOC111114327"
"XM_022452619.1","THAP domain-containing protein 6-like","LOC111114328"
"XM_022452620.1","uncharacterized","LOC111114329"
"XM_022452621.1","P2X purinoceptor 7-like","LOC111114330"
"XM_022452622.1","uncharacterized","LOC111114333"
"XM_022452623.1","uncharacterized","LOC111114334"
"XM_022452624.1","uncharacterized","LOC111114335"
"XM_022452625.1","uncharacterized","LOC111114332"
"XM_022452626.1","uncharacterized","LOC111114336"
"XM_022452627.1","uncharacterized","LOC111114337"
"XM_022452628.1","uncharacterized","LOC111114338"
"XM_022452629.1","BTB/POZ domain-containing protein 2-like","LOC111114339"
"XM_022452630.1","craniofacial development protein 2-like","LOC111114341"
"XM_022452631.1","heavy metal-binding protein HIP-like","LOC111114342"
"XM_022452632.1","uncharacterized","LOC111114343"
"XM_022452633.1","uncharacterized","LOC111114340"
"XM_022452634.1","uncharacterized","LOC111114344"
"XM_022452635.1","E3 ubiquitin-protein ligase DZIP3-like","LOC111114345"
"XM_022452636.1","uncharacterized","LOC111114346"
"XM_022452637.1","uncharacterized","LOC111114346"
"XM_022452638.1","uncharacterized","LOC111114346"
"XM_022452639.1","uncharacterized","LOC111114349"
"XM_022452640.1","mitochondrial folate transporter/carrier-like","LOC111114348"
"XM_022452641.1","uncharacterized","LOC111114350"
"XM_022452642.1","uncharacterized","LOC111114351"
"XM_022452643.1","uncharacterized","LOC111114352"
"XM_022452644.1","megakaryocyte-associated tyrosine-protein kinase-like","LOC111114353"
"XM_022452645.1","serine-rich adhesin for platelets-like","LOC111114354"
"XM_022452646.1","mitochondrial folate transporter/carrier-like","LOC111114348"
"XM_022452647.1","uncharacterized","LOC111114355"
"XM_022452648.1","uncharacterized","LOC111114356"
"XM_022452649.1","phosphatidylserine synthase 2-like","LOC111114331"
"XM_022452650.1","uncharacterized","LOC111114357"
"XM_022452651.1","uncharacterized","LOC111114358"
"XM_022452652.1","uncharacterized","LOC111114359"
"XM_022452653.1","uncharacterized","LOC111114361"
"XM_022452654.1","uncharacterized","LOC111114362"
"XM_022452655.1","uncharacterized","LOC111114363"
"XM_022452656.1","uncharacterized","LOC111114360"
"XM_022452657.1","uncharacterized","LOC111114364"
"XM_022452658.1","multiple epidermal growth factor-like domains protein 11","LOC111114365"
"XM_022452659.1","uncharacterized","LOC111114366"
"XM_022452660.1","uncharacterized","LOC111114367"
"XM_022452661.1","uncharacterized","LOC111114368"
"XM_022452662.1","uncharacterized","LOC111114369"
"XM_022452663.1","uncharacterized protein F54H12.2-like","LOC111114370"
"XM_022452664.1","uncharacterized","LOC111114371"
"XM_022452665.1","multiple epidermal growth factor-like domains protein 10","LOC111114372"
"XM_022452666.1","protein draper-like","LOC111114373"
"XM_022452667.1","cell death abnormality protein 1-like","LOC111114374"
"XM_022452668.1","scavenger receptor class F member 2-like","LOC111114375"
"XM_022452669.1","multiple epidermal growth factor-like domains protein 10","LOC111114376"
"XM_022452670.1","uncharacterized","LOC111114377"
"XM_022452671.1","uncharacterized","LOC111114378"
