"GeneID","TranscriptID","ProteinID","meanLength","Annotation_GO_ID"
"LOC111125273","XM_022468873.1","tubulin polyglutamylase TTLL11-like",636,"GO:0006464;GO:0043167"
"LOC111125274","XM_022468874.1","NADPH oxidase activator-like",522,"GO:0003674"
"LOC111125275","XM_022468875.1","collagen alpha-3(VI) chain-like",1560,"GO:0005575;GO:0043167"
"LOC111125276","XM_022468876.1","large neutral amino acids transporter small subunit 2-like",497,"GO:0005575;GO:0022857"
"LOC111125276","XM_022468878.1","large neutral amino acids transporter small subunit 2-like",497,"GO:0005575;GO:0022857"
"LOC111125277","XM_022468883.1","uncharacterized",439,"GO:0003674"
"LOC111125277","XM_022468882.1","uncharacterized",439,"GO:0003674"
"LOC111125277","XM_022468880.1","uncharacterized",439,"GO:0003674"
"LOC111125277","XM_022468881.1","uncharacterized",439,"GO:0003674"
"LOC111125277","XM_022468879.1","uncharacterized",439,"GO:0003674"
"LOC111125280","XM_022468887.1","protein SMG7-like",1167,"GO:0003674"
"LOC111125283","XM_022468888.1","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like",483,"GO:0005783;GO:0005794;GO:0016757;GO:0032991"
"LOC111125283","XM_022468889.1","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like",483,"GO:0005783;GO:0005794;GO:0016757;GO:0032991"
"LOC111125284","XM_022468891.1","BTB/POZ domain-containing protein 17-like",421.8,"GO:0003674"
"LOC111125284","XM_022468894.1","BTB/POZ domain-containing protein 17-like",421.8,"GO:0003674"
"LOC111125284","XM_022468893.1","BTB/POZ domain-containing protein 17-like",421.8,"GO:0003674"
"LOC111125284","XM_022468892.1","BTB/POZ domain-containing protein 17-like",421.8,"GO:0003674"
"LOC111125284","XM_022468890.1","BTB/POZ domain-containing protein 17-like",421.8,"GO:0003674"
"LOC111125288","XM_022468900.1","uncharacterized",7287,"GO:0043167"
"LOC111125289","XM_022468901.1","thyroid hormone receptor beta-like",478,"GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167"
"LOC111125290","XM_022468902.1","uncharacterized",962.333333333333,"GO:0003674"
"LOC111125290","XM_022468903.1","uncharacterized",962.333333333333,"GO:0003674"
"LOC111125290","XM_022468904.1","uncharacterized",962.333333333333,"GO:0003674"
"LOC111125291","XM_022468906.1","kinetochore-associated protein MTW1-like",238,"GO:0000278;GO:0005634;GO:0005694"
"LOC111125291","XM_022468905.1","kinetochore-associated protein MTW1-like",238,"GO:0000278;GO:0005634;GO:0005694"
"LOC111125291","XM_022468908.1","kinetochore-associated protein MTW1-like",238,"GO:0000278;GO:0005634;GO:0005694"
"LOC111125292","XM_022468909.1","ubiquitin-protein ligase E3A-like",913,"GO:0003674;GO:0006464"
"LOC111125293","XM_022468911.1","large neutral amino acids transporter small subunit 1-like",485,"GO:0005575;GO:0022857"
"LOC111125293","XM_022468910.1","large neutral amino acids transporter small subunit 1-like",485,"GO:0005575;GO:0022857"
"LOC111125294","XM_022468915.1","ras-related GTP-binding protein C-like",372,"GO:0043167"
"LOC111125295","XM_022468912.1","carnosine synthase 1-like",977,"GO:0006520;GO:0009058;GO:0016874;GO:0016887;GO:0034641;GO:0043167"
"LOC111125296","XM_022468913.1","protein transport protein Sec61 subunit beta-like",96,"GO:0005737;GO:0005783;GO:0006810;GO:0032991"
"LOC111125302","XM_022468927.1","transcription factor GATA-4-like",518,"GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641;GO:0043167"
"LOC111125303","XM_022468924.1","hormone-sensitive lipase-like",845,"GO:0003674;GO:0006629;GO:0009056;GO:0044281"
"LOC111125304","XM_022468925.1","sterol regulatory element-binding protein 1-like",1105,"GO:0003674;GO:0009058;GO:0034641"
"LOC111125305","XM_022468926.1","kinase D-interacting substrate of 220 kDa-like",1482,"GO:0003674"
"LOC111125306","XM_022468929.1","cyclin-dependent kinase-like 5",1028,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125306","XM_022468930.1","cyclin-dependent kinase-like 5",1028,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125306","XM_022468932.1","cyclin-dependent kinase-like 5",1028,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125306","XM_022468928.1","cyclin-dependent kinase-like 5",1028,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125306","XM_022468931.1","cyclin-dependent kinase-like 5",1028,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125307","XM_022468934.1","kinase D-interacting substrate of 220 kDa-like",1482,"GO:0003674"
"LOC111125307","XM_022468933.1","kinase D-interacting substrate of 220 kDa-like",1482,"GO:0003674"
"LOC111125308","XM_022468937.1","uncharacterized",177,"GO:0003674"
"LOC111125308","XM_022468935.1","uncharacterized",177,"GO:0003674"
"LOC111125308","XM_022468938.1","uncharacterized",177,"GO:0003674"
"LOC111125308","XM_022468936.1","uncharacterized",177,"GO:0003674"
"LOC111125310","XM_022468939.1","tubulin-specific chaperone cofactor E-like protein",447,"GO:0003674"
"LOC111125310","XM_022468940.1","tubulin-specific chaperone cofactor E-like protein",447,"GO:0003674"
"LOC111125312","XM_022468944.1","uncharacterized",1411,"GO:0008219"
"LOC111125314","XM_022468948.1","uncharacterized",770,"GO:0008219"
"LOC111125319","XM_022468955.1","DDB1- and CUL4-associated factor 8-like",753,"GO:0003674"
"LOC111125320","XM_022468970.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468958.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468974.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468963.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468973.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468956.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468965.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468968.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468971.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468976.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468972.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468960.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468975.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468966.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468962.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468969.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468957.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468964.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468977.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468961.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125320","XM_022468959.1","hemicentin-1-like",1088.85714285714,"GO:0003674"
"LOC111125322","XM_022468981.1","sulfotransferase family cytosolic 1B member 1-like",274,"GO:0003674"
"LOC111125325","XM_022468982.1","cyclin-dependent kinase 14-like",476,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125325","XM_022468980.1","cyclin-dependent kinase 14-like",476,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125327","XM_022468987.1","sulfotransferase 1A1-like",274,"GO:0003674"
"LOC111125328","XM_022468983.1","uncharacterized",1145,"GO:0016491;GO:0043167"
"LOC111125329","XM_022468985.1","senecionine N-oxygenase-like",431,"GO:0016491;GO:0043167"
"LOC111125329","XM_022468984.1","senecionine N-oxygenase-like",431,"GO:0016491;GO:0043167"
"LOC111125331","XM_022469039.1","heavy metal-binding protein HIP-like",360,"GO:0003674"
"LOC111125332","XM_022469003.1","sulfotransferase 1A1-like",273,"GO:0003674"
"LOC111125333","XM_022469019.1","calmodulin-regulated spectrin-associated protein 1-like",1794,"GO:0005737;GO:0005856;GO:0008092;GO:0030154;GO:0032991;GO:0048856"
"LOC111125335","XM_022469032.1","uncharacterized",2082,"GO:0003674"
"LOC111125337","XM_022469043.1","coatomer subunit delta-like",509,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111125338","XM_022469124.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469109.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469055.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469083.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469047.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469074.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469099.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469066.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469117.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469135.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125338","XM_022469091.1","sodium- and chloride-dependent GABA transporter 2-like",619,"GO:0005575;GO:0022857"
"LOC111125339","XM_022469044.1","mitochondrial import receptor subunit TOM40 homolog 1-like",350,"GO:0005739;GO:0006605;GO:0007005;GO:0008565;GO:0022857"
"LOC111125340","XM_022469045.1","uncharacterized",1668,"GO:0016757"
"LOC111125341","XM_022469046.1","uncharacterized",1642,"GO:0016757"
"LOC111125342","XM_022469048.1","uncharacterized",1523,"GO:0016757"
"LOC111125344","XM_022469051.1","uncharacterized",549,"GO:0043167"
"LOC111125344","XM_022469050.1","uncharacterized",549,"GO:0043167"
"LOC111125344","XM_022469049.1","uncharacterized",549,"GO:0043167"
"LOC111125349","XM_022469073.1","protocadherin-11 X-linked-like",1149,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125350","XM_022469075.1","urea-proton symporter DUR3-like",787,"GO:0005575;GO:0022857"
"LOC111125356","XM_022469089.1","ras-related protein Rab-9A-like",205,"GO:0003924;GO:0043167"
"LOC111125356","XM_022469088.1","ras-related protein Rab-9A-like",205,"GO:0003924;GO:0043167"
"LOC111125357","XM_022469090.1","protocadherin Fat 4-like",4934,"GO:0005509;GO:0005886;GO:0007156"
"LOC111125358","XM_022469092.1","protein dachsous-like",3286,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125361","XM_022469094.1","dopamine beta-hydroxylase-like",564,"GO:0016491;GO:0043167"
"LOC111125361","XM_022469095.1","dopamine beta-hydroxylase-like",564,"GO:0016491;GO:0043167"
"LOC111125362","XM_022469097.1","dual specificity mitogen-activated protein kinase kinase 7-like",428,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125362","XM_022469096.1","dual specificity mitogen-activated protein kinase kinase 7-like",428,"GO:0006464;GO:0016301;GO:0043167"
"LOC111125363","XM_022469102.1","centrosomal protein of 135 kDa-like",1140,"GO:0007010;GO:0007049;GO:0022607"
"LOC111125363","XM_022469101.1","centrosomal protein of 135 kDa-like",1140,"GO:0007010;GO:0007049;GO:0022607"
"LOC111125363","XM_022469100.1","centrosomal protein of 135 kDa-like",1140,"GO:0007010;GO:0007049;GO:0022607"
"LOC111125363","XM_022469103.1","centrosomal protein of 135 kDa-like",1140,"GO:0007010;GO:0007049;GO:0022607"
"LOC111125363","XM_022469098.1","centrosomal protein of 135 kDa-like",1140,"GO:0007010;GO:0007049;GO:0022607"
"LOC111125364","XM_022469106.1","serine-aspartate repeat-containing protein F-like",2102.33333333333,"GO:0007165"
"LOC111125364","XM_022469105.1","serine-aspartate repeat-containing protein F-like",2102.33333333333,"GO:0007165"
"LOC111125364","XM_022469104.1","serine-aspartate repeat-containing protein F-like",2102.33333333333,"GO:0007165"
"LOC111125367","XM_022469114.1","60S ribosomal protein L7a-like",268,"GO:0032991;GO:0042254"
"LOC111125368","XM_022469115.1","mediator of RNA polymerase II transcription subunit 22-like",140,"GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"
"LOC111125369","XM_022469116.1","heterogeneous nuclear ribonucleoprotein L-like",558,"GO:0003674"
"LOC111125377","XM_022469136.1","uncharacterized",1036,"GO:0016757"
"LOC111125378","XM_022469137.1","anhydro-N-acetylmuramic acid kinase-like",386,"GO:0008150;GO:0043167"
"LOC111125378","XM_022469138.1","anhydro-N-acetylmuramic acid kinase-like",386,"GO:0008150;GO:0043167"
"LOC111125380","XM_022469140.1","putative methyltransferase NSUN7",705,"GO:0008168"
"LOC111125383","XM_022469141.1","galanin receptor type 1-like",420,"GO:0003674;GO:0005575;GO:0007165"
"LOC111125385","XM_022469143.1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like",266,"GO:0016746"
"LOC111125386","XM_022469145.1","selenoprotein S-like",187,"GO:0005737;GO:0005783;GO:0006810"
"LOC111125387","XM_022469146.1","Down syndrome cell adhesion molecule homolog",2124,"GO:0003674"
"LOC111125387","XM_022469147.1","Down syndrome cell adhesion molecule homolog",2124,"GO:0003674"
"LOC111125388","XM_022469148.1","uncharacterized",470.5,"GO:0005739;GO:0007005;GO:0009056"
"LOC111125388","XM_022469149.1","uncharacterized",470.5,"GO:0005739;GO:0007005;GO:0009056"
"LOC111125390","XM_022469152.1","magnesium transporter NIPA3-like",713,"GO:0005575;GO:0022857"
"LOC111125391","XM_022469191.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469180.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469211.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469171.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469205.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469197.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469164.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125391","XM_022469157.1","liprin-alpha-1-like",1169.375,"GO:0003674;GO:0005575;GO:0008150"
"LOC111125392","XM_022469155.1","neurogenic locus notch homolog protein 4-like",1788.66666666667,"GO:0005576;GO:0030234"
"LOC111125392","XM_022469154.1","neurogenic locus notch homolog protein 4-like",1788.66666666667,"GO:0005576;GO:0030234"
"LOC111125392","XM_022469153.1","neurogenic locus notch homolog protein 4-like",1788.66666666667,"GO:0005576;GO:0030234"
"LOC111125393","XM_022469156.1","epidermal growth factor-like protein 8",299,"GO:0043167"
"LOC111125396","XM_022469161.1","prolyl 4-hydroxylase subunit alpha-1-like",550,"GO:0005783;GO:0006464;GO:0006520;GO:0016491"
"LOC111125401","XM_022469166.1","cyclin-dependent kinase 7-like",328.5,"GO:0005654;GO:0006464;GO:0006520;GO:0016301;GO:0032991;GO:0043167"
"LOC111125401","XM_022469167.1","cyclin-dependent kinase 7-like",328.5,"GO:0005654;GO:0006464;GO:0006520;GO:0016301;GO:0032991;GO:0043167"
"LOC111125403","XM_022469170.1","cholecystokinin receptor type A-like",311,"GO:0003674;GO:0005575;GO:0007165"
"LOC111125403","XM_022469172.1","cholecystokinin receptor type A-like",311,"GO:0003674;GO:0005575;GO:0007165"
"LOC111125403","XM_022469173.1","cholecystokinin receptor type A-like",311,"GO:0003674;GO:0005575;GO:0007165"
"LOC111125403","XM_022469169.1","cholecystokinin receptor type A-like",311,"GO:0003674;GO:0005575;GO:0007165"
"LOC111125404","XM_022469175.1","nicastrin-like",707.5,"GO:0005575;GO:0051604"
"LOC111125404","XM_022469174.1","nicastrin-like",707.5,"GO:0005575;GO:0051604"
"LOC111125405","XM_022469178.1","protocadherin beta-15-like",1118.33333333333,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125405","XM_022469176.1","protocadherin beta-15-like",1118.33333333333,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125405","XM_022469177.1","protocadherin beta-15-like",1118.33333333333,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125406","XM_022469182.1","protocadherin gamma-B7-like",1114,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125406","XM_022469179.1","protocadherin gamma-B7-like",1114,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125406","XM_022469183.1","protocadherin gamma-B7-like",1114,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125406","XM_022469184.1","protocadherin gamma-B7-like",1114,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125406","XM_022469181.1","protocadherin gamma-B7-like",1114,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469187.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469188.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469185.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469189.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469186.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469190.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125407","XM_022469192.1","protocadherin gamma-B4-like",1095,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125408","XM_022469193.1","protocadherin beta-3-like",1045,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125411","XM_022469194.1","protocadherin beta-8-like",954,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125411","XM_022469195.1","protocadherin beta-8-like",954,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125412","XM_022469196.1","protocadherin-11 Y-linked-like",922,"GO:0005886;GO:0007155;GO:0043167"
"LOC111125413","XM_022469198.1","nucleolar GTP-binding protein 1-like",636,"GO:0005730;GO:0043167"
"LOC111125414","XM_022469199.1","neutral and basic amino acid transport protein rBAT-like",605,"GO:0003674;GO:0005975"
"LOC111125415","XM_022469200.1","leucine-rich repeat-containing protein 4C-like",543,"GO:0003674"
"LOC111125416","XM_022469201.1","leucine-rich repeat-containing protein 4B-like",534,"GO:0003674"
"LOC111125418","XM_022469203.1","ceroid-lipofuscinosis neuronal protein 5-like",326,"GO:0005764"
"LOC111125419","XM_022469204.1","solute carrier family 52, riboflavin transporter, member 3-B-like",337,"GO:0005886;GO:0022857"
"LOC111125421","XM_022469206.1","caltractin-like",172,"GO:0043167"
"LOC111125427","XM_022469210.1","ras-related protein Rab-14",214,"GO:0003924;GO:0005768;GO:0005794;GO:0006950;GO:0016192;GO:0043167"
"LOC111125428","XM_022469212.1","cytoplasmic dynein 2 heavy chain 1-like",4306.2,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"LOC111125428","XM_022469215.1","cytoplasmic dynein 2 heavy chain 1-like",4306.2,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"LOC111125428","XM_022469213.1","cytoplasmic dynein 2 heavy chain 1-like",4306.2,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"LOC111125428","XM_022469216.1","cytoplasmic dynein 2 heavy chain 1-like",4306.2,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"LOC111125428","XM_022469214.1","cytoplasmic dynein 2 heavy chain 1-like",4306.2,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
